hash-monomers,hash-monomers-replicate_structure,smiles_monomer,monomers,distribution,replicate_structure,smiles_polymer,mechanism
PnD4pg8DzyqjtpAYMWYgeu,XiHPHHH4ruz5mmPTPS6Dx2,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)c3ccccc23)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)c3ccccc23)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],0,Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Cc6ccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(Oc%11ccc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12ccc(Cc%14ccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccc(Oc%19ccc(NC(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc(Cc%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccc(Oc%27ccc(NC(=O)c%28ccc%29c(c%28)C(=O)N(c%28ccc(Cc%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)cc%28)C%29=O)cc%27)c%27ccccc%26%27)cc%25)cc%24C%23=O)cc%22)cc%20)C%21=O)cc%19)c%19ccccc%18%19)cc%17)cc%16C%15=O)cc%14)cc%12)C%13=O)cc%11)c%11ccccc%10%11)cc9)cc8C7=O)cc6)cc4)C5=O)cc3)c3ccccc23)cc1,amide
PnD4pg8DzyqjtpAYMWYgeu,nNYj532SsxKMLH9SYw72mx,Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)c3ccccc23)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O,"('Nc1ccc(Oc2ccc(Oc3ccc(N)cc3)c3ccccc23)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(=O)O)cc5C4=O)cc3)cc1)C2=O')",[],1,Nc1ccc(Oc2ccc(Oc3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Cc6ccc(N7C(=O)c8ccc(C(=O)Nc9ccc(Oc%10ccc(Oc%11ccc(NC(=O)c%12ccc%13c(c%12)C(=O)N(c%12ccc(Cc%14ccc(N%15C(=O)c%16ccc(C(=O)Nc%17ccc(Oc%18ccc(Oc%19ccc(NC(=O)c%20ccc%21c(c%20)C(=O)N(c%20ccc(Cc%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26ccc(Oc%27ccc(NC(=O)c%28ccc%29c(c%28)C(=O)N(c%28ccc(Cc%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)cc%28)C%29=O)cc%27)c%27ccccc%26%27)cc%25)cc%24C%23=O)cc%22)cc%20)C%21=O)cc%19)c%19ccccc%18%19)cc%17)cc%16C%15=O)cc%14)cc%12)C%13=O)cc%11)c%11ccccc%10%11)cc9)cc8C7=O)cc6)cc4)C5=O)cc3)c3ccccc23)cc1,amide
48yahJEGok5AhxUkG2ThR9,gyyefYMKkvFiuTdZmJL5RT,CC(O)CO.O=C(O)CCCCC(=O)O,"('CC(O)CO', 'O=C(O)CCCCC(=O)O')",[],0,CC(O)COC(=O)CCCCC(=O)OCC(C)OC(=O)CCCCC(=O)OC(C)COC(=O)CCCCC(=O)OC(C)COC(=O)CCCCC(=O)O,ester
48yahJEGok5AhxUkG2ThR9,XdYnYDpjaTtaAediwUM4Po,CC(O)CO.O=C(O)CCCCC(=O)O,"('CC(O)CO', 'O=C(O)CCCCC(=O)O')",[],1,CC(O)COC(=O)CCCCC(=O)OC(C)COC(=O)CCCCC(=O)OCC(C)OC(=O)CCCCC(=O)OC(C)COC(=O)CCCCC(=O)O,ester
5dWZTsxS2U2DGKwhJMjSe8,e64Z8jgVoJjc2RvycCG7nc,O=C(Cl)CCCCC(=O)Cl.OCCCCCCCCCCCCCCO,"('O=C(Cl)CCCCC(=O)Cl', 'OCCCCCCCCCCCCCCO')",[],0,O=C(Cl)CCCCC(=O)OCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCO,ester
5dWZTsxS2U2DGKwhJMjSe8,dGMxbGjZLEew2rmfbhFNdV,O=C(Cl)CCCCC(=O)Cl.OCCCCCCCCCCCCCCO,"('O=C(Cl)CCCCC(=O)Cl', 'OCCCCCCCCCCCCCCO')",[],1,O=C(Cl)CCCCC(=O)OCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCCCCO,ester
cc4VRCmDGAyY5DfCc24xZp,MaGG68fWKTL9kVBYt9FWWc,O=C(O)CCCCCCCCC(=O)O.OCCO,"('O=C(O)CCCCCCCCC(=O)O', 'OCCO')",[],0,O=C(O)CCCCCCCCC(=O)OCCOC(=O)CCCCCCCCC(=O)OCCOC(=O)CCCCCCCCC(=O)OCCOC(=O)CCCCCCCCC(=O)OCCO,ester
cc4VRCmDGAyY5DfCc24xZp,L5yS5JKF6mMAWUH9d6Xv4V,O=C(O)CCCCCCCCC(=O)O.OCCO,"('O=C(O)CCCCCCCCC(=O)O', 'OCCO')",[],1,O=C(O)CCCCCCCCC(=O)OCCOC(=O)CCCCCCCCC(=O)OCCOC(=O)CCCCCCCCC(=O)OCCOC(=O)CCCCCCCCC(=O)OCCO,ester
g83o32TvRKGDLs3EhJeXCo,b9QYEufyuLXfrxLz4LnLER,Nc1ccc(Oc2cccc(N)c2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,"('Nc1ccc(Oc2cccc(N)c2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O')",[],0,Nc1cccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(C5(c6ccc(N7C(=O)c8ccc(C(=O)Nc9cccc(Oc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(C%13(c%14ccc(N%15C(=O)c%16ccc(C(=O)Nc%17cccc(Oc%18ccc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19ccc(C%21(c%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25ccc(Oc%26cccc(NC(=O)c%27ccc%28c(c%27)C(=O)N(c%27ccc(C%29(c%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)c%30ccccc%30-c%30ccccc%30%29)cc%27)C%28=O)c%26)cc%25)cc%24C%23=O)cc%22)c%22ccccc%22-c%22ccccc%22%21)cc%19)C%20=O)cc%18)c%17)cc%16C%15=O)cc%14)c%14ccccc%14-c%14ccccc%14%13)cc%11)C%12=O)cc%10)c9)cc8C7=O)cc6)c6ccccc6-c6ccccc65)cc3)C4=O)cc2)c1,amide
g83o32TvRKGDLs3EhJeXCo,UQvApWhEHiy8FwinXb4jaG,Nc1ccc(Oc2cccc(N)c2)cc1.O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O,"('Nc1ccc(Oc2cccc(N)c2)cc1', 'O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(C3(c4ccc(N5C(=O)c6ccc(C(=O)O)cc6C5=O)cc4)c4ccccc4-c4ccccc43)cc1)C2=O')",[],1,Nc1ccc(Oc2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(C5(c6ccc(N7C(=O)c8ccc(C(=O)Nc9cccc(Oc%10ccc(NC(=O)c%11ccc%12c(c%11)C(=O)N(c%11ccc(C%13(c%14ccc(N%15C(=O)c%16ccc(C(=O)Nc%17cccc(Oc%18ccc(NC(=O)c%19ccc%20c(c%19)C(=O)N(c%19ccc(C%21(c%22ccc(N%23C(=O)c%24ccc(C(=O)Nc%25cccc(Oc%26ccc(NC(=O)c%27ccc%28c(c%27)C(=O)N(c%27ccc(C%29(c%30ccc(N%31C(=O)c%32ccc(C(=O)O)cc%32C%31=O)cc%30)c%30ccccc%30-c%30ccccc%30%29)cc%27)C%28=O)cc%26)c%25)cc%24C%23=O)cc%22)c%22ccccc%22-c%22ccccc%22%21)cc%19)C%20=O)cc%18)c%17)cc%16C%15=O)cc%14)c%14ccccc%14-c%14ccccc%14%13)cc%11)C%12=O)cc%10)c9)cc8C7=O)cc6)c6ccccc6-c6ccccc65)cc3)C4=O)c2)cc1,amide
VciRozryi8XgqoNNrD4hip,k5nrqmuERpbxcW2wFTSk78,O=C(O)CCC(=O)O.OCCOCCO,"('O=C(O)CCC(=O)O', 'OCCOCCO')",[],0,O=C(O)CCC(=O)OCCOCCOC(=O)CCC(=O)OCCOCCOC(=O)CCC(=O)OCCOCCOC(=O)CCC(=O)OCCOCCO,ester
VciRozryi8XgqoNNrD4hip,npCtgLMmhCzgg8R3qVnuCd,O=C(O)CCC(=O)O.OCCOCCO,"('O=C(O)CCC(=O)O', 'OCCOCCO')",[],1,O=C(O)CCC(=O)OCCOCCOC(=O)CCC(=O)OCCOCCOC(=O)CCC(=O)OCCOCCOC(=O)CCC(=O)OCCOCCO,ester
V8jJA3rVbREBF7KSKvxkFp,VksNKRcfqxxcqMgYZg4T7b,Nc1ccc(-c2ccc(N)c(N)c2)cc1N.O=C(O)c1cccc(C(=O)O)c1,"('Nc1ccc(-c2ccc(N)c(N)c2)cc1N', 'O=C(O)c1cccc(C(=O)O)c1')",[],0,Nc1ccc(-c2ccc(NC(=O)c3cccc(C(=O)Nc4cc(-c5ccc(N)c(N)c5)ccc4NC(=O)c4cccc(C(=O)Nc5cc(-c6ccc(N)c(N)c6)ccc5NC(=O)c5cccc(C(=O)Nc6cc(-c7ccc(N)c(NC(=O)c8cccc(C(=O)O)c8)c7)ccc6N)c5)c4)c3)c(N)c2)cc1N,amide
V8jJA3rVbREBF7KSKvxkFp,c6QvFVfqVQdNR2hWnei39a,Nc1ccc(-c2ccc(N)c(N)c2)cc1N.O=C(O)c1cccc(C(=O)O)c1,"('Nc1ccc(-c2ccc(N)c(N)c2)cc1N', 'O=C(O)c1cccc(C(=O)O)c1')",[],1,Nc1ccc(-c2ccc(N)c(NC(=O)c3cccc(C(=O)Nc4cc(-c5ccc(NC(=O)c6cccc(C(=O)Nc7cc(-c8ccc(NC(=O)c9cccc(C(=O)Nc%10ccc(-c%11ccc(NC(=O)c%12cccc(C(=O)O)c%12)c(N)c%11)cc%10N)c9)c(N)c8)ccc7N)c6)c(N)c5)ccc4N)c3)c2)cc1N,amide
i3LwYd4JcwLf36T7eeNfUq,gDfQBfuWXnxH243CMsGKwa,C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1.O=C(O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1,"('C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1', 'O=C(O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1')",[],0,C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(NC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(=O)Nc4ccc([Si](C)(c5ccccc5)c5ccc(NC(=O)c6ccc([Si](c7ccccc7)(c7ccccc7)c7ccc(C(=O)Nc8ccc([Si](C)(c9ccccc9)c9ccc(NC(=O)c%10ccc([Si](c%11ccccc%11)(c%11ccccc%11)c%11ccc(C(=O)Nc%12ccc([Si](C)(c%13ccccc%13)c%13ccc(NC(=O)c%14ccc([Si](c%15ccccc%15)(c%15ccccc%15)c%15ccc(C(=O)O)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
i3LwYd4JcwLf36T7eeNfUq,JyYGDy8cWiyNWCjru7KuSu,C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1.O=C(O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1,"('C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(N)cc1', 'O=C(O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1')",[],1,C[Si](c1ccccc1)(c1ccc(N)cc1)c1ccc(NC(=O)c2ccc([Si](c3ccccc3)(c3ccccc3)c3ccc(C(=O)Nc4ccc([Si](C)(c5ccccc5)c5ccc(NC(=O)c6ccc([Si](c7ccccc7)(c7ccccc7)c7ccc(C(=O)Nc8ccc([Si](C)(c9ccccc9)c9ccc(NC(=O)c%10ccc([Si](c%11ccccc%11)(c%11ccccc%11)c%11ccc(C(=O)Nc%12ccc([Si](C)(c%13ccccc%13)c%13ccc(NC(=O)c%14ccc([Si](c%15ccccc%15)(c%15ccccc%15)c%15ccc(C(=O)O)cc%15)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,amide
bPLPaU5Jpgg2R7Z7AkWVdk,hfxuS9rPvvmbxuPnJCmFi7,Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1.O=C(O)c1cccc(C(=O)O)c1,"('Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1', 'O=C(O)c1cccc(C(=O)O)c1')",[],0,Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(NC(=O)c5cccc(C(=O)Nc6cccc(Oc7ccc(C(=O)c8ccc(Oc9cccc(NC(=O)c%10cccc(C(=O)Nc%11cccc(Oc%12ccc(C(=O)c%13ccc(Oc%14cccc(NC(=O)c%15cccc(C(=O)Nc%16cccc(Oc%17ccc(C(=O)c%18ccc(Oc%19cccc(NC(=O)c%20cccc(C(=O)O)c%20)c%19)cc%18)cc%17)c%16)c%15)c%14)cc%13)cc%12)c%11)c%10)c9)cc8)cc7)c6)c5)c4)cc3)cc2)c1,amide
bPLPaU5Jpgg2R7Z7AkWVdk,BhpPGA9WPFNLQCbTV2kMnZ,Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1.O=C(O)c1cccc(C(=O)O)c1,"('Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(N)c4)cc3)cc2)c1', 'O=C(O)c1cccc(C(=O)O)c1')",[],1,Nc1cccc(Oc2ccc(C(=O)c3ccc(Oc4cccc(NC(=O)c5cccc(C(=O)Nc6cccc(Oc7ccc(C(=O)c8ccc(Oc9cccc(NC(=O)c%10cccc(C(=O)Nc%11cccc(Oc%12ccc(C(=O)c%13ccc(Oc%14cccc(NC(=O)c%15cccc(C(=O)Nc%16cccc(Oc%17ccc(C(=O)c%18ccc(Oc%19cccc(NC(=O)c%20cccc(C(=O)O)c%20)c%19)cc%18)cc%17)c%16)c%15)c%14)cc%13)cc%12)c%11)c%10)c9)cc8)cc7)c6)c5)c4)cc3)cc2)c1,amide
T4ffqjbcJJBLcjhcGeUsc4,Nwp4PosX83Hg7thWhU9KsQ,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1.OCCCCCCO,"('O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1', 'OCCCCCCO')",[],0,O=C(O)c1ccc(-c2ccc(C(=O)OCCCCCCOC(=O)c3ccc(-c4ccc(C(=O)OCCCCCCOC(=O)c5ccc(-c6ccc(C(=O)OCCCCCCOC(=O)c7ccc(-c8ccc(C(=O)OCCCCCCO)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
T4ffqjbcJJBLcjhcGeUsc4,CY3WcmeBSwH9ieP8zmwdrw,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1.OCCCCCCO,"('O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1', 'OCCCCCCO')",[],1,O=C(O)c1ccc(-c2ccc(C(=O)OCCCCCCOC(=O)c3ccc(-c4ccc(C(=O)OCCCCCCOC(=O)c5ccc(-c6ccc(C(=O)OCCCCCCOC(=O)c7ccc(-c8ccc(C(=O)OCCCCCCO)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,ester
BeKE6cbxFRgzYCMkUETpJc,YdWdJiBvyb69ub3JdyBRD8,Nc1ccc(N)cc1.O=C(O)CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)O)C4=O)cc2C1=O,"('Nc1ccc(N)cc1', 'O=C(O)CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)O)C4=O)cc2C1=O')",[],0,Nc1ccc(NC(=O)CCCN2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(CCCC(=O)Nc4ccc(NC(=O)CCCN6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(CCCC(=O)Nc8ccc(NC(=O)CCCN%10C(=O)c%11ccc(C(=O)c%12ccc%13c(c%12)C(=O)N(CCCC(=O)Nc%12ccc(NC(=O)CCCN%14C(=O)c%15ccc(C(=O)c%16ccc%17c(c%16)C(=O)N(CCCC(=O)O)C%17=O)cc%15C%14=O)cc%12)C%13=O)cc%11C%10=O)cc8)C9=O)cc7C6=O)cc4)C5=O)cc3C2=O)cc1,amide
BeKE6cbxFRgzYCMkUETpJc,7XLUuDPV7QiAzMp6mjwxpF,Nc1ccc(N)cc1.O=C(O)CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)O)C4=O)cc2C1=O,"('Nc1ccc(N)cc1', 'O=C(O)CCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCC(=O)O)C4=O)cc2C1=O')",[],1,Nc1ccc(NC(=O)CCCN2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(CCCC(=O)Nc4ccc(NC(=O)CCCN6C(=O)c7ccc(C(=O)c8ccc9c(c8)C(=O)N(CCCC(=O)Nc8ccc(NC(=O)CCCN%10C(=O)c%11ccc(C(=O)c%12ccc%13c(c%12)C(=O)N(CCCC(=O)Nc%12ccc(NC(=O)CCCN%14C(=O)c%15ccc(C(=O)c%16ccc%17c(c%16)C(=O)N(CCCC(=O)O)C%17=O)cc%15C%14=O)cc%12)C%13=O)cc%11C%10=O)cc8)C9=O)cc7C6=O)cc4)C5=O)cc3C2=O)cc1,amide
4qKKRLWc8Eg483i9ar4abB,4ZVKbzCV55BN6qRANpApyC,NCCCCCCN.O=C(O)CCCCC(=O)O,"('NCCCCCCN', 'O=C(O)CCCCC(=O)O')",[],0,NCCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)O,amide
4qKKRLWc8Eg483i9ar4abB,JbzxmBuZW8cVPifmV4ebLU,NCCCCCCN.O=C(O)CCCCC(=O)O,"('NCCCCCCN', 'O=C(O)CCCCC(=O)O')",[],1,NCCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)O,amide
hjGNBTuLAPksvKu9RdRMdd,VN9usGc6RR7ANSySphVAv2,CC(C)CC(C(=O)O)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C(CC(C)C)C(=O)O)C4=O)cc2C1=O.Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,"('CC(C)CC(C(=O)O)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C(CC(C)C)C(=O)O)C4=O)cc2C1=O', 'Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1')",[],0,CC(C)CC(C(=O)O)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C(CC(C)C)C(=O)Nc3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(NC(=O)C(CC(C)C)N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(C(CC(C)C)C(=O)Nc%10ccc(Oc%12ccc(S(=O)(=O)c%13ccc(Oc%14ccc(NC(=O)C(CC(C)C)N%15C(=O)c%16ccc(-c%17ccc%18c(c%17)C(=O)N(C(CC(C)C)C(=O)Nc%17ccc(Oc%19ccc(S(=O)(=O)c%20ccc(Oc%21ccc(NC(=O)C(CC(C)C)N%22C(=O)c%23ccc(-c%24ccc%25c(c%24)C(=O)N(C(CC(C)C)C(=O)Nc%24ccc(Oc%26ccc(S(=O)(=O)c%27ccc(Oc%28ccc(N)cc%28)cc%27)cc%26)cc%24)C%25=O)cc%23C%22=O)cc%21)cc%20)cc%19)cc%17)C%18=O)cc%16C%15=O)cc%14)cc%13)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2C1=O,amide
hjGNBTuLAPksvKu9RdRMdd,2TafkUAFfJ4pZaAL7cdvhk,CC(C)CC(C(=O)O)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C(CC(C)C)C(=O)O)C4=O)cc2C1=O.Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1,"('CC(C)CC(C(=O)O)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C(CC(C)C)C(=O)O)C4=O)cc2C1=O', 'Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N)cc4)cc3)cc2)cc1')",[],1,CC(C)CC(C(=O)O)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C(CC(C)C)C(=O)Nc3ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(NC(=O)C(CC(C)C)N8C(=O)c9ccc(-c%10ccc%11c(c%10)C(=O)N(C(CC(C)C)C(=O)Nc%10ccc(Oc%12ccc(S(=O)(=O)c%13ccc(Oc%14ccc(NC(=O)C(CC(C)C)N%15C(=O)c%16ccc(-c%17ccc%18c(c%17)C(=O)N(C(CC(C)C)C(=O)Nc%17ccc(Oc%19ccc(S(=O)(=O)c%20ccc(Oc%21ccc(NC(=O)C(CC(C)C)N%22C(=O)c%23ccc(-c%24ccc%25c(c%24)C(=O)N(C(CC(C)C)C(=O)Nc%24ccc(Oc%26ccc(S(=O)(=O)c%27ccc(Oc%28ccc(N)cc%28)cc%27)cc%26)cc%24)C%25=O)cc%23C%22=O)cc%21)cc%20)cc%19)cc%17)C%18=O)cc%16C%15=O)cc%14)cc%13)cc%12)cc%10)C%11=O)cc9C8=O)cc7)cc6)cc5)cc3)C4=O)cc2C1=O,amide
XSsR6gSAoEwo3zE4EAZoN2,5kKd9P6AHAL9dVKSgPSR8h,O=C(O)CCCCC(=O)O.OCC(CO)(CCl)CBr,"('O=C(O)CCCCC(=O)O', 'OCC(CO)(CCl)CBr')",[],0,O=C(O)CCCCC(=O)OCC(CCl)(CBr)COC(=O)CCCCC(=O)OCC(CCl)(CBr)COC(=O)CCCCC(=O)OCC(CCl)(CBr)COC(=O)CCCCC(=O)OCC(CO)(CCl)CBr,ester
XSsR6gSAoEwo3zE4EAZoN2,A3d9NKkeTaRnYEghp2ydYy,O=C(O)CCCCC(=O)O.OCC(CO)(CCl)CBr,"('O=C(O)CCCCC(=O)O', 'OCC(CO)(CCl)CBr')",[],1,O=C(O)CCCCC(=O)OCC(CCl)(CBr)COC(=O)CCCCC(=O)OCC(CCl)(CBr)COC(=O)CCCCC(=O)OCC(CCl)(CBr)COC(=O)CCCCC(=O)OCC(CO)(CCl)CBr,ester
HegmsSZC5mmGtSzZQBZEWv,ePa2kp47U2JkUkEKG8G4ME,O=C(O)CCCC(=O)O.OCCCCCCCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCCCCCCCO')",[],0,O=C(O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCO,ester
HegmsSZC5mmGtSzZQBZEWv,dnFzcn723zPh4TdsgZL5Cy,O=C(O)CCCC(=O)O.OCCCCCCCCCCO,"('O=C(O)CCCC(=O)O', 'OCCCCCCCCCCO')",[],1,O=C(O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCOC(=O)CCCC(=O)OCCCCCCCCCCO,ester
ZtMw5TBJSezoFJip9x4E2U,SjJTJR5HXYX9ruaVLCyaPJ,NCCCCCCCN.O=C(O)CCCCCCCCC(=O)O,"('NCCCCCCCN', 'O=C(O)CCCCCCCCC(=O)O')",[],0,NCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCC(=O)O,amide
ZtMw5TBJSezoFJip9x4E2U,BCNCUWYCbiZGpsQStCtzZD,NCCCCCCCN.O=C(O)CCCCCCCCC(=O)O,"('NCCCCCCCN', 'O=C(O)CCCCCCCCC(=O)O')",[],1,NCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCCCC(=O)O,amide
